probabilities,sample_ids,labels
0.9789000279291167,EE88269,1
0.9764954866530495,EE88270,1
0.6214980184694131,EE88271,1
0.9763420379191367,EE88272,1
0.893926061152684,EE88273,1
0.9934611664324745,EE88274,1
0.6153612694499123,EE88275,1
0.36978358785828486,EE88276,1
0.3227588268945036,EE88277,1
0.2314328242676655,EE88278,1
0.8291742069878975,EE88279,1
0.6406303406024966,EE88280,1
0.6654554121152126,EE88281,1
0.9922462669096218,EE88282,1
0.6391105954795819,EE88283,1
0.8166656513716204,EE88284,1
0.31271676715560387,EE88285,1
0.8156936688259051,EE88286,1
0.4011273951975304,EE88287,1
0.8059246256056323,EE88288,1
0.9218124486864135,EE88289,1
0.9348758646149049,EE88290,1
0.8718612825421427,EE88291,1
0.9266295522572238,EE88292,1
0.7023635535858193,EE88293,1
0.8912599495064844,EE88294,1
0.9965258746814423,EE88295,1
0.9592694223186687,EE88296,1
0.9678519516611185,EE88297,1
0.9944354768379848,EE88298,1
0.9923811365500542,EE88299,1
0.4795711818517047,EE88300,1
0.9936207456072188,EE88301,1
0.03427247157910235,EE88302,1
0.7380818199489647,EE88303,1
0.9863570125706312,EE88304,1
0.3346570755565694,EE88305,1
0.8060680567950145,EE88306,1
0.7471709839599326,EE88307,1
0.5712136952208929,EE88308,1
0.0977509449206785,EE88309,1
0.9669713148262487,EE88310,1
0.10652164982558644,EE88311,1
0.8198472859329248,EE88312,1
0.954872955500518,EE88313,1
0.5106578689530421,EE88314,1
0.22086893553125783,EE88315,1
0.7776407492962111,EE88316,1
0.26866094915918065,EE88317,1
0.9999994473653713,EE88318,1
0.08718696707799595,EE88319,1
0.6933385249014032,EE88320,1
0.9958353972208607,EE88321,1
0.9999990595878945,EE88322,1
0.9632059826878285,EE88323,1
0.9610466637609953,EE88324,1
0.9999997425377217,EE88325,1
